from	to	year	trade
United Arab Emirates	Hong Kong	1994	0
United Arab Emirates	India	1994	0
United Arab Emirates	Iran	1994	0
United Arab Emirates	Israel	1994	0
United Arab Emirates	Japan	1994	0
United Arab Emirates	Pakistan	1994	0
United Arab Emirates	Saudi Arabia	1994	0
United Arab Emirates	South Korea	1994	0
United Arab Emirates	Viet Nam	1994	0
Viet Nam	Bangladesh	1994	0
Viet Nam	China	1994	0
Viet Nam	Hong Kong	1994	0
Viet Nam	India	1994	0
Viet Nam	Iran	1994	0
Viet Nam	Israel	1994	0
Viet Nam	Japan	1994	0
Viet Nam	Pakistan	1994	0
Viet Nam	Saudi Arabia	1994	0
Viet Nam	South Korea	1994	0
Viet Nam	United Arab Emirates	1994	0
Bangladesh	China	1993	0
Bangladesh	Hong Kong	1993	0
Bangladesh	India	1993	0
Bangladesh	Iran	1993	0
Bangladesh	Israel	1993	0
Bangladesh	Japan	1993	0
Bangladesh	Pakistan	1993	0
Bangladesh	Saudi Arabia	1993	0
Bangladesh	South Korea	1993	0
Bangladesh	United Arab Emirates	1993	0
Bangladesh	Viet Nam	1993	0
China	Bangladesh	1993	0
China	Hong Kong	1993	40653
China	India	1993	0
China	Iran	1993	0
China	Israel	1993	0
China	Japan	1993	0
China	Pakistan	1993	0
China	Saudi Arabia	1993	0
China	South Korea	1993	0
China	United Arab Emirates	1993	0
China	Viet Nam	1993	0
Hong Kong	Bangladesh	1993	0
Hong Kong	China	1993	166
Hong Kong	India	1993	0
Hong Kong	Iran	1993	0
Hong Kong	Israel	1993	0
Hong Kong	Japan	1993	0
Hong Kong	Pakistan	1993	0
Hong Kong	Saudi Arabia	1993	0
Hong Kong	South Korea	1993	0
Hong Kong	United Arab Emirates	1993	0
Hong Kong	Viet Nam	1993	0
India	Bangladesh	1993	1858
India	China	1993	0
India	Hong Kong	1993	0
India	Iran	1993	0
India	Israel	1993	0
India	Japan	1993	0
India	Pakistan	1993	0
India	Saudi Arabia	1993	27
India	South Korea	1993	0
India	United Arab Emirates	1993	64
India	Viet Nam	1993	0
Iran	Bangladesh	1993	0
Iran	China	1993	0
Iran	Hong Kong	1993	0
Iran	India	1993	0
Iran	Israel	1993	0
Iran	Japan	1993	0
Iran	Pakistan	1993	0
Iran	Saudi Arabia	1993	0
Iran	South Korea	1993	0
Iran	United Arab Emirates	1993	0
Iran	Viet Nam	1993	0
Israel	Bangladesh	1993	0
Israel	China	1993	0
Israel	Hong Kong	1993	0
Israel	India	1993	0
Israel	Iran	1993	0
Israel	Japan	1993	0
Israel	Pakistan	1993	0
Israel	Saudi Arabia	1993	0
Israel	South Korea	1993	0
Israel	United Arab Emirates	1993	0
Israel	Viet Nam	1993	0
Japan	Bangladesh	1993	0
Japan	China	1993	0
Japan	Hong Kong	1993	0
Japan	India	1993	0
Japan	Iran	1993	0
Japan	Israel	1993	0
Japan	Pakistan	1993	0
Japan	Saudi Arabia	1993	0
Japan	South Korea	1993	0
Japan	United Arab Emirates	1993	0
Japan	Viet Nam	1993	0
Pakistan	Bangladesh	1993	3
Pakistan	China	1993	0
Pakistan	Hong Kong	1993	0
Pakistan	India	1993	0
Pakistan	Iran	1993	0
Pakistan	Israel	1993	0
Pakistan	Japan	1993	0
Pakistan	Saudi Arabia	1993	2
Pakistan	South Korea	1993	0
Pakistan	United Arab Emirates	1993	98
Pakistan	Viet Nam	1993	0
Saudi Arabia	Bangladesh	1993	0
Saudi Arabia	China	1993	0
Saudi Arabia	Hong Kong	1993	0
Saudi Arabia	India	1993	0
Saudi Arabia	Iran	1993	0
Saudi Arabia	Israel	1993	0
Saudi Arabia	Japan	1993	0
Saudi Arabia	Pakistan	1993	0
Saudi Arabia	South Korea	1993	0
Saudi Arabia	United Arab Emirates	1993	0
Saudi Arabia	Viet Nam	1993	0
South Korea	Bangladesh	1993	0
South Korea	China	1993	0
South Korea	Hong Kong	1993	0
South Korea	India	1993	0
South Korea	Iran	1993	0
South Korea	Israel	1993	0
South Korea	Japan	1993	23
South Korea	Pakistan	1993	0
South Korea	Saudi Arabia	1993	0
South Korea	United Arab Emirates	1993	0
South Korea	Viet Nam	1993	6
United Arab Emirates	Bangladesh	1993	0
United Arab Emirates	China	1993	0
United Arab Emirates	Hong Kong	1993	0
United Arab Emirates	India	1993	0
United Arab Emirates	Iran	1993	0
United Arab Emirates	Israel	1993	0
United Arab Emirates	Japan	1993	0
United Arab Emirates	Pakistan	1993	0
United Arab Emirates	Saudi Arabia	1993	0
United Arab Emirates	South Korea	1993	0
United Arab Emirates	Viet Nam	1993	0
Viet Nam	Bangladesh	1993	0
Viet Nam	China	1993	0
Viet Nam	Hong Kong	1993	0
Viet Nam	India	1993	0
Viet Nam	Iran	1993	0
Viet Nam	Israel	1993	0
Viet Nam	Japan	1993	0
Viet Nam	Pakistan	1993	0
Viet Nam	Saudi Arabia	1993	0
Viet Nam	South Korea	1993	0
Viet Nam	United Arab Emirates	1993	0
Bangladesh	China	1992	0
Bangladesh	Hong Kong	1992	0
Bangladesh	India	1992	0
Bangladesh	Iran	1992	0
Bangladesh	Israel	1992	0
Bangladesh	Japan	1992	0
Bangladesh	Pakistan	1992	0
Bangladesh	Saudi Arabia	1992	0
Bangladesh	South Korea	1992	0
Bangladesh	United Arab Emirates	1992	0
Bangladesh	Viet Nam	1992	0
China	Bangladesh	1992	0
China	Hong Kong	1992	45159
China	India	1992	0
China	Iran	1992	0
China	Israel	1992	0
China	Japan	1992	0
China	Pakistan	1992	0
China	Saudi Arabia	1992	0
China	South Korea	1992	0
China	United Arab Emirates	1992	0
China	Viet Nam	1992	0
Hong Kong	Bangladesh	1992	0
Hong Kong	China	1992	712
Hong Kong	India	1992	0
Hong Kong	Iran	1992	0
Hong Kong	Israel	1992	0
Hong Kong	Japan	1992	0
Hong Kong	Pakistan	1992	0
Hong Kong	Saudi Arabia	1992	0
Hong Kong	South Korea	1992	0
Hong Kong	United Arab Emirates	1992	0
Hong Kong	Viet Nam	1992	0
India	Bangladesh	1992	792
India	China	1992	0
India	Hong Kong	1992	0
India	Iran	1992	0
India	Israel	1992	0
India	Japan	1992	0
India	Pakistan	1992	0
India	Saudi Arabia	1992	158
India	South Korea	1992	0
India	United Arab Emirates	1992	457
India	Viet Nam	1992	0
Iran	Bangladesh	1992	0
Iran	China	1992	0
Iran	Hong Kong	1992	0
Iran	India	1992	0
Iran	Israel	1992	0
Iran	Japan	1992	0
Iran	Pakistan	1992	0
Iran	Saudi Arabia	1992	0
Iran	South Korea	1992	0
Iran	United Arab Emirates	1992	0
Iran	Viet Nam	1992	0
Israel	Bangladesh	1992	0
Israel	China	1992	0
Israel	Hong Kong	1992	0
Israel	India	1992	0
Israel	Iran	1992	0
Israel	Japan	1992	0
Israel	Pakistan	1992	0
Israel	Saudi Arabia	1992	0
Israel	South Korea	1992	0
Israel	United Arab Emirates	1992	0
Israel	Viet Nam	1992	0
Japan	Bangladesh	1992	0
Japan	China	1992	0
Japan	Hong Kong	1992	0
Japan	India	1992	0
Japan	Iran	1992	0
Japan	Israel	1992	0
Japan	Pakistan	1992	0
Japan	Saudi Arabia	1992	0
Japan	South Korea	1992	0
Japan	United Arab Emirates	1992	0
Japan	Viet Nam	1992	0
Pakistan	Bangladesh	1992	8
Pakistan	China	1992	0
Pakistan	Hong Kong	1992	0
Pakistan	India	1992	0
Pakistan	Iran	1992	0
Pakistan	Israel	1992	0
Pakistan	Japan	1992	3
Pakistan	Saudi Arabia	1992	7
Pakistan	South Korea	1992	0
Pakistan	United Arab Emirates	1992	120
Pakistan	Viet Nam	1992	0
Saudi Arabia	Bangladesh	1992	0
Saudi Arabia	China	1992	0
Saudi Arabia	Hong Kong	1992	0
Saudi Arabia	India	1992	0
Saudi Arabia	Iran	1992	0
Saudi Arabia	Israel	1992	0
Saudi Arabia	Japan	1992	0
Saudi Arabia	Pakistan	1992	0
Saudi Arabia	South Korea	1992	0
Saudi Arabia	United Arab Emirates	1992	0
Saudi Arabia	Viet Nam	1992	0
South Korea	Bangladesh	1992	0
South Korea	China	1992	0
South Korea	Hong Kong	1992	0
South Korea	India	1992	0
South Korea	Iran	1992	0
South Korea	Israel	1992	0
South Korea	Japan	1992	8
South Korea	Pakistan	1992	0
South Korea	Saudi Arabia	1992	0
South Korea	United Arab Emirates	1992	0
South Korea	Viet Nam	1992	0
United Arab Emirates	Bangladesh	1992	0
United Arab Emirates	China	1992	0
United Arab Emirates	Hong Kong	1992	0
United Arab Emirates	India	1992	0
United Arab Emirates	Iran	1992	0
United Arab Emirates	Israel	1992	0
United Arab Emirates	Japan	1992	0
United Arab Emirates	Pakistan	1992	0
United Arab Emirates	Saudi Arabia	1992	0
United Arab Emirates	South Korea	1992	0
United Arab Emirates	Viet Nam	1992	0
Viet Nam	Bangladesh	1992	0
Viet Nam	China	1992	0
Viet Nam	Hong Kong	1992	0
Viet Nam	India	1992	0
Viet Nam	Iran	1992	0
Viet Nam	Israel	1992	0
Viet Nam	Japan	1992	0
Viet Nam	Pakistan	1992	0
Viet Nam	Saudi Arabia	1992	0
Viet Nam	South Korea	1992	0
Viet Nam	United Arab Emirates	1992	0
Bangladesh	China	1991	0
Bangladesh	Hong Kong	1991	0
Bangladesh	India	1991	0
Bangladesh	Iran	1991	0
Bangladesh	Israel	1991	0
Bangladesh	Japan	1991	0
Bangladesh	Pakistan	1991	0
Bangladesh	Saudi Arabia	1991	0
Bangladesh	South Korea	1991	0
Bangladesh	United Arab Emirates	1991	0
Bangladesh	Viet Nam	1991	0
China	Bangladesh	1991	0
China	Hong Kong	1991	41709
China	India	1991	0
China	Iran	1991	0
China	Israel	1991	0
China	Japan	1991	13
China	Pakistan	1991	0
China	Saudi Arabia	1991	0
China	South Korea	1991	0
China	United Arab Emirates	1991	0
China	Viet Nam	1991	0
Hong Kong	Bangladesh	1991	0
Hong Kong	China	1991	417
Hong Kong	India	1991	0
Hong Kong	Iran	1991	0
Hong Kong	Israel	1991	0
Hong Kong	Japan	1991	0
Hong Kong	Pakistan	1991	0
Hong Kong	Saudi Arabia	1991	0
Hong Kong	South Korea	1991	0
Hong Kong	United Arab Emirates	1991	0
Hong Kong	Viet Nam	1991	0
India	Bangladesh	1991	618
India	China	1991	0
India	Hong Kong	1991	0
India	Iran	1991	0
India	Israel	1991	0
India	Japan	1991	0
India	Pakistan	1991	0
India	Saudi Arabia	1991	28
India	South Korea	1991	0
India	United Arab Emirates	1991	221
India	Viet Nam	1991	0
Iran	Bangladesh	1991	0
Iran	China	1991	0
Iran	Hong Kong	1991	0
Iran	India	1991	0
Iran	Israel	1991	0
Iran	Japan	1991	0
Iran	Pakistan	1991	0
Iran	Saudi Arabia	1991	0
Iran	South Korea	1991	0
Iran	United Arab Emirates	1991	0
Iran	Viet Nam	1991	0
Israel	Bangladesh	1991	0
Israel	China	1991	0
Israel	Hong Kong	1991	0
Israel	India	1991	0
Israel	Iran	1991	0
Israel	Japan	1991	0
Israel	Pakistan	1991	0
Israel	Saudi Arabia	1991	0
Israel	South Korea	1991	0
Israel	United Arab Emirates	1991	0
Israel	Viet Nam	1991	0
Japan	Bangladesh	1991	0
Japan	China	1991	0
Japan	Hong Kong	1991	2
Japan	India	1991	0
Japan	Iran	1991	0
Japan	Israel	1991	0
Japan	Pakistan	1991	0
Japan	Saudi Arabia	1991	0
Japan	South Korea	1991	0
Japan	United Arab Emirates	1991	0
Japan	Viet Nam	1991	0
Pakistan	Bangladesh	1991	18
Pakistan	China	1991	0
Pakistan	Hong Kong	1991	0
Pakistan	India	1991	0
Pakistan	Iran	1991	0
Pakistan	Israel	1991	0
Pakistan	Japan	1991	0
Pakistan	Saudi Arabia	1991	5
Pakistan	South Korea	1991	0
Pakistan	United Arab Emirates	1991	117
Pakistan	Viet Nam	1991	0
Saudi Arabia	Bangladesh	1991	0
Saudi Arabia	China	1991	0
Saudi Arabia	Hong Kong	1991	0
Saudi Arabia	India	1991	0
Saudi Arabia	Iran	1991	0
Saudi Arabia	Israel	1991	0
Saudi Arabia	Japan	1991	0
Saudi Arabia	Pakistan	1991	0
Saudi Arabia	South Korea	1991	0
Saudi Arabia	United Arab Emirates	1991	0
Saudi Arabia	Viet Nam	1991	0
South Korea	Bangladesh	1991	0
South Korea	China	1991	0
South Korea	Hong Kong	1991	0
South Korea	India	1991	0
South Korea	Iran	1991	0
South Korea	Israel	1991	0
South Korea	Japan	1991	0
South Korea	Pakistan	1991	0
South Korea	Saudi Arabia	1991	0
South Korea	United Arab Emirates	1991	0
South Korea	Viet Nam	1991	0
United Arab Emirates	Bangladesh	1991	0
United Arab Emirates	China	1991	0
United Arab Emirates	Hong Kong	1991	0
United Arab Emirates	India	1991	0
United Arab Emirates	Iran	1991	0
United Arab Emirates	Israel	1991	0
United Arab Emirates	Japan	1991	0
United Arab Emirates	Pakistan	1991	0
United Arab Emirates	Saudi Arabia	1991	0
United Arab Emirates	South Korea	1991	0
United Arab Emirates	Viet Nam	1991	0
Viet Nam	Bangladesh	1991	0
Viet Nam	China	1991	0
Viet Nam	Hong Kong	1991	0
Viet Nam	India	1991	0
Viet Nam	Iran	1991	0
Viet Nam	Israel	1991	0
Viet Nam	Japan	1991	0
Viet Nam	Pakistan	1991	0
Viet Nam	Saudi Arabia	1991	0
Viet Nam	South Korea	1991	0
Viet Nam	United Arab Emirates	1991	0
Bangladesh	China	1990	0
Bangladesh	Hong Kong	1990	0
Bangladesh	India	1990	0
Bangladesh	Iran	1990	0
Bangladesh	Israel	1990	0
Bangladesh	Japan	1990	0
Bangladesh	Pakistan	1990	0
Bangladesh	Saudi Arabia	1990	0
Bangladesh	South Korea	1990	0
Bangladesh	United Arab Emirates	1990	0
Bangladesh	Viet Nam	1990	0
China	Bangladesh	1990	2
China	Hong Kong	1990	42540
China	India	1990	0
China	Iran	1990	0
China	Israel	1990	0
China	Japan	1990	0
China	Pakistan	1990	0
China	Saudi Arabia	1990	0
China	South Korea	1990	0
China	United Arab Emirates	1990	0
China	Viet Nam	1990	0
Hong Kong	Bangladesh	1990	0
Hong Kong	China	1990	321
Hong Kong	India	1990	0
Hong Kong	Iran	1990	0
Hong Kong	Israel	1990	0
Hong Kong	Japan	1990	0
Hong Kong	Pakistan	1990	0
Hong Kong	Saudi Arabia	1990	0
Hong Kong	South Korea	1990	0
Hong Kong	United Arab Emirates	1990	0
Hong Kong	Viet Nam	1990	0
India	Bangladesh	1990	176
India	China	1990	0
India	Hong Kong	1990	0
India	Iran	1990	0
India	Israel	1990	0
India	Japan	1990	0
India	Pakistan	1990	0
India	Saudi Arabia	1990	70
India	South Korea	1990	0
India	United Arab Emirates	1990	117
India	Viet Nam	1990	0
Iran	Bangladesh	1990	0
Iran	China	1990	0
Iran	Hong Kong	1990	0
Iran	India	1990	0
Iran	Israel	1990	0
Iran	Japan	1990	0
Iran	Pakistan	1990	0
Iran	Saudi Arabia	1990	0
Iran	South Korea	1990	0
Iran	United Arab Emirates	1990	0
Iran	Viet Nam	1990	0
Israel	Bangladesh	1990	0
Israel	China	1990	0
Israel	Hong Kong	1990	0
Israel	India	1990	0
Israel	Iran	1990	0
Israel	Japan	1990	0
Israel	Pakistan	1990	0
Israel	Saudi Arabia	1990	0
Israel	South Korea	1990	0
Israel	United Arab Emirates	1990	0
Israel	Viet Nam	1990	0
Japan	Bangladesh	1990	0
Japan	China	1990	0
Japan	Hong Kong	1990	0
Japan	India	1990	0
Japan	Iran	1990	0
Japan	Israel	1990	0
Japan	Pakistan	1990	0
Japan	Saudi Arabia	1990	0
Japan	South Korea	1990	54
Japan	United Arab Emirates	1990	0
Japan	Viet Nam	1990	0
Pakistan	Bangladesh	1990	6
Pakistan	China	1990	0
Pakistan	Hong Kong	1990	0
Pakistan	India	1990	0
Pakistan	Iran	1990	0
Pakistan	Israel	1990	0
Pakistan	Japan	1990	0
Pakistan	Saudi Arabia	1990	2
Pakistan	South Korea	1990	0
Pakistan	United Arab Emirates	1990	136
Pakistan	Viet Nam	1990	0
Saudi Arabia	Bangladesh	1990	0
Saudi Arabia	China	1990	0
Saudi Arabia	Hong Kong	1990	0
Saudi Arabia	India	1990	0
Saudi Arabia	Iran	1990	0
Saudi Arabia	Israel	1990	0
Saudi Arabia	Japan	1990	0
Saudi Arabia	Pakistan	1990	0
Saudi Arabia	South Korea	1990	0
Saudi Arabia	United Arab Emirates	1990	0
Saudi Arabia	Viet Nam	1990	0
South Korea	Bangladesh	1990	0
South Korea	China	1990	0
South Korea	Hong Kong	1990	0
South Korea	India	1990	0
South Korea	Iran	1990	0
South Korea	Israel	1990	0
South Korea	Japan	1990	0
South Korea	Pakistan	1990	0
South Korea	Saudi Arabia	1990	0
South Korea	United Arab Emirates	1990	0
South Korea	Viet Nam	1990	0
United Arab Emirates	Bangladesh	1990	0
United Arab Emirates	China	1990	0
United Arab Emirates	Hong Kong	1990	0
United Arab Emirates	India	1990	0
United Arab Emirates	Iran	1990	0
United Arab Emirates	Israel	1990	0
United Arab Emirates	Japan	1990	0
United Arab Emirates	Pakistan	1990	0
United Arab Emirates	Saudi Arabia	1990	0
United Arab Emirates	South Korea	1990	0
United Arab Emirates	Viet Nam	1990	0
Viet Nam	Bangladesh	1990	0
Viet Nam	China	1990	0
Viet Nam	Hong Kong	1990	0
Viet Nam	India	1990	0
Viet Nam	Iran	1990	0
Viet Nam	Israel	1990	0
Viet Nam	Japan	1990	0
Viet Nam	Pakistan	1990	0
Viet Nam	Saudi Arabia	1990	0
Viet Nam	South Korea	1990	0
Viet Nam	United Arab Emirates	1990	0
Bangladesh	China	1989	0
Bangladesh	Hong Kong	1989	0
Bangladesh	India	1989	0
Bangladesh	Iran	1989	0
Bangladesh	Israel	1989	0
Bangladesh	Japan	1989	0
Bangladesh	Pakistan	1989	0
Bangladesh	Saudi Arabia	1989	0
Bangladesh	South Korea	1989	0
Bangladesh	United Arab Emirates	1989	0
Bangladesh	Viet Nam	1989	0
China	Bangladesh	1989	0
China	Hong Kong	1989	39573
China	India	1989	0
China	Iran	1989	0
China	Israel	1989	0
China	Japan	1989	1
China	Pakistan	1989	0
China	Saudi Arabia	1989	0
China	South Korea	1989	0
China	United Arab Emirates	1989	0
China	Viet Nam	1989	0
Hong Kong	Bangladesh	1989	0
Hong Kong	China	1989	146
Hong Kong	India	1989	0
Hong Kong	Iran	1989	0
Hong Kong	Israel	1989	0
Hong Kong	Japan	1989	0
Hong Kong	Pakistan	1989	0
Hong Kong	Saudi Arabia	1989	0
Hong Kong	South Korea	1989	0
Hong Kong	United Arab Emirates	1989	0
Hong Kong	Viet Nam	1989	0
India	Bangladesh	1989	216
India	China	1989	0
India	Hong Kong	1989	0
India	Iran	1989	0
India	Israel	1989	0
India	Japan	1989	0
India	Pakistan	1989	0
India	Saudi Arabia	1989	66
India	South Korea	1989	0
India	United Arab Emirates	1989	67
India	Viet Nam	1989	0
Iran	Bangladesh	1989	0
Iran	China	1989	0
Iran	Hong Kong	1989	0
Iran	India	1989	0
Iran	Israel	1989	0
Iran	Japan	1989	0
Iran	Pakistan	1989	0
Iran	Saudi Arabia	1989	0
Iran	South Korea	1989	0
Iran	United Arab Emirates	1989	0
Iran	Viet Nam	1989	0
Israel	Bangladesh	1989	0
Israel	China	1989	0
Israel	Hong Kong	1989	38
Israel	India	1989	100
Israel	Iran	1989	0
Israel	Japan	1989	0
Israel	Pakistan	1989	0
Israel	Saudi Arabia	1989	0
Israel	South Korea	1989	0
Israel	United Arab Emirates	1989	0
Israel	Viet Nam	1989	0
Japan	Bangladesh	1989	0
Japan	China	1989	1
Japan	Hong Kong	1989	7
Japan	India	1989	0
Japan	Iran	1989	0
Japan	Israel	1989	0
Japan	Pakistan	1989	0
Japan	Saudi Arabia	1989	0
Japan	South Korea	1989	35
Japan	United Arab Emirates	1989	0
Japan	Viet Nam	1989	0
Pakistan	Bangladesh	1989	9
Pakistan	China	1989	0
Pakistan	Hong Kong	1989	0
Pakistan	India	1989	0
Pakistan	Iran	1989	0
Pakistan	Israel	1989	0
Pakistan	Japan	1989	0
Pakistan	Saudi Arabia	1989	4
Pakistan	South Korea	1989	0
Pakistan	United Arab Emirates	1989	5
Pakistan	Viet Nam	1989	0
Saudi Arabia	Bangladesh	1989	0
Saudi Arabia	China	1989	0
Saudi Arabia	Hong Kong	1989	0
Saudi Arabia	India	1989	0
Saudi Arabia	Iran	1989	0
Saudi Arabia	Israel	1989	0
Saudi Arabia	Japan	1989	0
Saudi Arabia	Pakistan	1989	0
Saudi Arabia	South Korea	1989	0
Saudi Arabia	United Arab Emirates	1989	0
Saudi Arabia	Viet Nam	1989	0
South Korea	Bangladesh	1989	0
South Korea	China	1989	0
South Korea	Hong Kong	1989	0
South Korea	India	1989	0
South Korea	Iran	1989	0
South Korea	Israel	1989	0
South Korea	Japan	1989	27
South Korea	Pakistan	1989	0
South Korea	Saudi Arabia	1989	0
South Korea	United Arab Emirates	1989	0
South Korea	Viet Nam	1989	0
United Arab Emirates	Bangladesh	1989	0
United Arab Emirates	China	1989	0
United Arab Emirates	Hong Kong	1989	0
United Arab Emirates	India	1989	0
United Arab Emirates	Iran	1989	0
United Arab Emirates	Israel	1989	0
United Arab Emirates	Japan	1989	0
United Arab Emirates	Pakistan	1989	0
United Arab Emirates	Saudi Arabia	1989	0
United Arab Emirates	South Korea	1989	0
United Arab Emirates	Viet Nam	1989	0
Viet Nam	Bangladesh	1989	0
Viet Nam	China	1989	0
Viet Nam	Hong Kong	1989	0
Viet Nam	India	1989	0
Viet Nam	Iran	1989	0
Viet Nam	Israel	1989	0
Viet Nam	Japan	1989	0
Viet Nam	Pakistan	1989	0
Viet Nam	Saudi Arabia	1989	0
Viet Nam	South Korea	1989	0
Viet Nam	United Arab Emirates	1989	0
Bangladesh	China	1988	0
Bangladesh	Hong Kong	1988	0
Bangladesh	India	1988	0
Bangladesh	Iran	1988	0
Bangladesh	Israel	1988	0
Bangladesh	Japan	1988	0
Bangladesh	Pakistan	1988	0
Bangladesh	Saudi Arabia	1988	0
Bangladesh	South Korea	1988	0
Bangladesh	United Arab Emirates	1988	0
Bangladesh	Viet Nam	1988	0
China	Bangladesh	1988	0
China	Hong Kong	1988	38515
China	India	1988	0
China	Iran	1988	0
China	Israel	1988	0
China	Japan	1988	0
China	Pakistan	1988	0
China	Saudi Arabia	1988	0
China	South Korea	1988	0
China	United Arab Emirates	1988	0
China	Viet Nam	1988	0
Hong Kong	Bangladesh	1988	0
Hong Kong	China	1988	295
Hong Kong	India	1988	0
Hong Kong	Iran	1988	0
Hong Kong	Israel	1988	0
Hong Kong	Japan	1988	0
Hong Kong	Pakistan	1988	0
Hong Kong	Saudi Arabia	1988	0
Hong Kong	South Korea	1988	0
Hong Kong	United Arab Emirates	1988	0
Hong Kong	Viet Nam	1988	0
India	Bangladesh	1988	68
India	China	1988	0
India	Hong Kong	1988	0
India	Iran	1988	0
India	Israel	1988	0
India	Japan	1988	0
India	Pakistan	1988	0
India	Saudi Arabia	1988	69
India	South Korea	1988	0
India	United Arab Emirates	1988	92
India	Viet Nam	1988	0
Iran	Bangladesh	1988	0
Iran	China	1988	0
Iran	Hong Kong	1988	0
Iran	India	1988	0
Iran	Israel	1988	0
Iran	Japan	1988	0
Iran	Pakistan	1988	0
Iran	Saudi Arabia	1988	0
Iran	South Korea	1988	0
Iran	United Arab Emirates	1988	0
Iran	Viet Nam	1988	0
Israel	Bangladesh	1988	0
Israel	China	1988	0
Israel	Hong Kong	1988	0
Israel	India	1988	0
Israel	Iran	1988	0
Israel	Japan	1988	0
Israel	Pakistan	1988	0
Israel	Saudi Arabia	1988	0
Israel	South Korea	1988	0
Israel	United Arab Emirates	1988	0
Israel	Viet Nam	1988	0
Japan	Bangladesh	1988	0
Japan	China	1988	0
Japan	Hong Kong	1988	0
Japan	India	1988	0
Japan	Iran	1988	0
Japan	Israel	1988	0
Japan	Pakistan	1988	0
Japan	Saudi Arabia	1988	0
Japan	South Korea	1988	0
Japan	United Arab Emirates	1988	0
Japan	Viet Nam	1988	0
Pakistan	Bangladesh	1988	0
Pakistan	China	1988	0
Pakistan	Hong Kong	1988	0
Pakistan	India	1988	0
Pakistan	Iran	1988	0
Pakistan	Israel	1988	0
Pakistan	Japan	1988	0
Pakistan	Saudi Arabia	1988	0
Pakistan	South Korea	1988	0
Pakistan	United Arab Emirates	1988	0
Pakistan	Viet Nam	1988	0
Saudi Arabia	Bangladesh	1988	0
Saudi Arabia	China	1988	0
Saudi Arabia	Hong Kong	1988	0
Saudi Arabia	India	1988	0
Saudi Arabia	Iran	1988	0
Saudi Arabia	Israel	1988	0
Saudi Arabia	Japan	1988	0
Saudi Arabia	Pakistan	1988	0
Saudi Arabia	South Korea	1988	0
Saudi Arabia	United Arab Emirates	1988	0
Saudi Arabia	Viet Nam	1988	0
South Korea	Bangladesh	1988	0
South Korea	China	1988	0
South Korea	Hong Kong	1988	0
South Korea	India	1988	0
South Korea	Iran	1988	0
South Korea	Israel	1988	0
South Korea	Japan	1988	19
South Korea	Pakistan	1988	0
South Korea	Saudi Arabia	1988	0
South Korea	United Arab Emirates	1988	0
South Korea	Viet Nam	1988	0
United Arab Emirates	Bangladesh	1988	0
United Arab Emirates	China	1988	0
United Arab Emirates	Hong Kong	1988	0
United Arab Emirates	India	1988	0
United Arab Emirates	Iran	1988	0
United Arab Emirates	Israel	1988	0
United Arab Emirates	Japan	1988	0
United Arab Emirates	Pakistan	1988	0
United Arab Emirates	Saudi Arabia	1988	0
United Arab Emirates	South Korea	1988	0
United Arab Emirates	Viet Nam	1988	0
Viet Nam	Bangladesh	1988	0
Viet Nam	China	1988	0
Viet Nam	Hong Kong	1988	0
Viet Nam	India	1988	0
Viet Nam	Iran	1988	0
Viet Nam	Israel	1988	0
Viet Nam	Japan	1988	0
Viet Nam	Pakistan	1988	0
Viet Nam	Saudi Arabia	1988	0
Viet Nam	South Korea	1988	0
Viet Nam	United Arab Emirates	1988	0
Bangladesh	China	1987	0
Bangladesh	Hong Kong	1987	0
Bangladesh	India	1987	0
Bangladesh	Iran	1987	0
Bangladesh	Israel	1987	0
Bangladesh	Japan	1987	0
Bangladesh	Pakistan	1987	0
Bangladesh	Saudi Arabia	1987	0
Bangladesh	South Korea	1987	0
Bangladesh	United Arab Emirates	1987	0
Bangladesh	Viet Nam	1987	0
China	Bangladesh	1987	0
China	Hong Kong	1987	35153
China	India	1987	0
China	Iran	1987	0
China	Israel	1987	0
China	Japan	1987	0
China	Pakistan	1987	0
China	Saudi Arabia	1987	0
China	South Korea	1987	0
China	United Arab Emirates	1987	0
China	Viet Nam	1987	0
Hong Kong	Bangladesh	1987	0
Hong Kong	China	1987	450
Hong Kong	India	1987	0
Hong Kong	Iran	1987	0
Hong Kong	Israel	1987	0
Hong Kong	Japan	1987	0
Hong Kong	Pakistan	1987	0
Hong Kong	Saudi Arabia	1987	0
Hong Kong	South Korea	1987	0
Hong Kong	United Arab Emirates	1987	0
Hong Kong	Viet Nam	1987	0
India	Bangladesh	1987	38
India	China	1987	0
India	Hong Kong	1987	0
India	Iran	1987	0
India	Israel	1987	0
India	Japan	1987	0
India	Pakistan	1987	0
India	Saudi Arabia	1987	97
India	South Korea	1987	0
India	United Arab Emirates	1987	232
India	Viet Nam	1987	0
Iran	Bangladesh	1987	0
Iran	China	1987	0
Iran	Hong Kong	1987	0
Iran	India	1987	0
Iran	Israel	1987	0
Iran	Japan	1987	0
Iran	Pakistan	1987	0
Iran	Saudi Arabia	1987	0
Iran	South Korea	1987	0
Iran	United Arab Emirates	1987	0
Iran	Viet Nam	1987	0
Israel	Bangladesh	1987	0
Israel	China	1987	0
Israel	Hong Kong	1987	0
Israel	India	1987	0
Israel	Iran	1987	0
Israel	Japan	1987	0
Israel	Pakistan	1987	0
Israel	Saudi Arabia	1987	0
